h3_index,population,count_amenity_education,count_amenity_healthcare,count_amenity_shopping_food,count_amenity_leisure_recreation,count_amenity_workplaces,count_amenity_public_services,has_station,city,station_probability,station_rank,percentile_rank
891f1d4b073ffff,613.17596,0,0,1,0,0,0,0,berlin,0.022097881957788328,1507.0,84.61931006327822
891f18b7343ffff,603.3618,0,0,1,0,0,0,0,berlin,0.022097881957788328,1507.0,84.61931006327822
891f18b1c4fffff,603.87256,0,0,1,0,0,0,0,berlin,0.022097881957788328,1507.0,84.61931006327822
891f1d48857ffff,606.7125,0,0,1,0,0,0,0,berlin,0.022097881957788328,1507.0,84.61931006327822
891f18b640bffff,607.58997,0,0,1,0,0,0,0,berlin,0.022097881957788328,1507.0,84.61931006327822
891f1d4b3c7ffff,611.3161,0,0,1,0,0,0,0,berlin,0.022097881957788328,1507.0,84.61931006327822
891f1d4c247ffff,610.19977,0,0,1,0,0,0,0,berlin,0.022097881957788328,1507.0,84.61931006327822
891f1d49c33ffff,709.5993,0,0,9,3,0,0,0,berlin,0.022027027027027028,1521.0,84.47642375995102
891f18b2d5bffff,627.05396,0,0,0,1,0,0,0,berlin,0.022011156679315292,1522.0,84.46621759542764
891f18b3127ffff,744.0527,0,0,1,0,0,0,0,berlin,0.02195699711899111,1523.0,84.45601143090427
891f18b21a7ffff,743.6306,0,0,1,0,0,0,0,berlin,0.02195699711899111,1523.0,84.45601143090427
891f1d4f637ffff,755.0869,1,0,4,0,0,1,0,berlin,0.021944444444444447,1525.0,84.43559910185752
891f18b5173ffff,192.17047,0,0,0,0,0,0,0,berlin,0.021932150545963282,1526.0,84.42539293733415
891f18b362bffff,695.84814,0,0,3,3,0,0,0,berlin,0.021892407352602675,1527.0,84.41518677281078
891f1d4e3cfffff,264.963,0,0,0,0,0,0,0,berlin,0.021828594232497247,1528.0,84.4049806082874
891f1d4c437ffff,707.6276,0,0,3,1,0,1,0,berlin,0.021817888471926762,1529.0,84.39477444376404
891f1d4f257ffff,747.23364,1,0,19,1,0,0,0,berlin,0.021707317073170734,1530.0,84.38456827924067
891f1d4831bffff,692.56866,0,0,6,0,0,0,0,berlin,0.02170454811389932,1531.0,84.37436211471729
891f1d48cafffff,692.0153,0,0,6,0,0,0,1,berlin,0.02170454811389932,1531.0,84.37436211471729
891f1d4d173ffff,683.50757,0,1,8,0,0,2,0,berlin,0.02166666666666667,1533.0,84.35394978567055
891f18b258fffff,621.51385,0,0,1,0,0,0,0,berlin,0.021433718219252135,1534.0,84.34374362114717
891f1d4a383ffff,621.6802,0,0,1,0,0,0,0,berlin,0.021433718219252135,1534.0,84.34374362114717
891f18b668fffff,622.75195,0,0,1,0,0,0,0,berlin,0.021433718219252135,1534.0,84.34374362114717
891f1d4f4dbffff,621.8448,0,0,1,0,0,0,0,berlin,0.021433718219252135,1534.0,84.34374362114717
891f1d49d73ffff,751.46893,0,0,25,2,0,0,0,berlin,0.02142857142857143,1538.0,84.30291896305368
891f1d48e03ffff,691.62585,0,0,5,3,0,0,0,berlin,0.021372549019607844,1539.0,84.29271279853032
891f1d4868bffff,675.4002,0,0,0,0,0,0,0,berlin,0.021332739580417367,1540.0,84.28250663400694
891f1884cb7ffff,675.3972,0,0,0,0,0,0,0,berlin,0.021332739580417367,1540.0,84.28250663400694
891f18b0d3bffff,675.3685,0,0,0,0,0,0,0,berlin,0.021332739580417367,1540.0,84.28250663400694
891f1894da7ffff,675.1304,0,0,4,0,0,1,0,berlin,0.021280031326336112,1543.0,84.25188814043682
891f1d48a0bffff,717.035,1,0,5,1,0,1,0,berlin,0.02125,1544.0,84.24168197591345
891f1d4caa7ffff,754.81287,0,0,0,0,0,0,0,berlin,0.021192357784069422,1545.0,84.23147581139008
891f1d4f42bffff,754.721,0,0,0,0,0,0,0,berlin,0.021192357784069422,1545.0,84.23147581139008
891f1d49b77ffff,764.01184,0,0,14,1,1,0,0,berlin,0.021176470588235293,1547.0,84.21106348234333
891f1d4ce87ffff,687.5662,0,0,0,1,0,0,0,berlin,0.02116736876534697,1548.0,84.20085731781997
891f18b06bbffff,710.27234,0,0,0,0,0,0,0,berlin,0.021131641692330186,1549.0,84.19065115329659
891f1d48c9bffff,738.7191,0,0,3,10,0,0,0,berlin,0.021111111111111112,1550.0,84.18044498877322
891f1d48b6fffff,640.73096,0,0,1,1,0,0,0,berlin,0.021084848332352663,1551.0,84.17023882424985
891f1d48ea7ffff,686.03284,0,1,2,0,0,0,0,berlin,0.021081730769230766,1552.0,84.16003265972648
891f1d4d02fffff,703.94226,0,0,0,0,0,0,0,berlin,0.021006180104270213,1553.0,84.1498264952031
891f18b2e37ffff,612.59357,0,0,0,0,1,0,0,berlin,0.021,1554.0,84.13962033067973
891f1d48a73ffff,718.40063,0,0,4,1,1,0,0,berlin,0.021,1554.0,84.13962033067973
891f1d58927ffff,635.8967,0,0,0,0,1,0,0,berlin,0.021,1554.0,84.13962033067973
891f18b058fffff,623.7487,0,0,1,0,0,0,0,berlin,0.0209418569312125,1557.0,84.10900183710962
891f18b05cfffff,625.1858,0,0,1,0,0,0,0,berlin,0.0209418569312125,1557.0,84.10900183710962
891f1d4b3b3ffff,625.5237,0,0,1,0,0,0,0,berlin,0.0209418569312125,1557.0,84.10900183710962
891f1d41283ffff,624.5665,0,0,1,0,0,0,0,berlin,0.0209418569312125,1557.0,84.10900183710962
891f18b112fffff,575.61084,0,0,0,0,0,0,0,berlin,0.020923681770204726,1561.0,84.06817717901613
891f18b73b7ffff,440.12646,0,0,0,1,0,0,0,berlin,0.02088546253019937,1562.0,84.05797101449275
891f18b21b3ffff,709.6909,1,0,16,1,0,0,0,berlin,0.020666666666666663,1563.0,84.04776484996938
891f1d48e0fffff,682.349,0,0,4,1,0,1,1,berlin,0.020654205607476633,1564.0,84.03755868544602
891f1d4e403ffff,693.56714,0,0,2,2,0,1,0,berlin,0.020654205607476633,1564.0,84.03755868544602
891f18b73b3ffff,672.7279,0,0,2,2,0,1,0,berlin,0.020654205607476633,1564.0,84.03755868544602
891f18b4e77ffff,190.74628,0,0,1,0,0,0,0,berlin,0.02065270684371808,1567.0,84.0069401918759
891f1d4c217ffff,681.1123,0,0,0,1,0,0,0,berlin,0.020627472912407643,1568.0,83.99673402735252
891f1d4f15bffff,682.1175,0,0,0,1,0,0,0,berlin,0.020627472912407643,1568.0,83.99673402735252
891f18b0997ffff,682.09607,0,0,0,1,0,0,0,berlin,0.020627472912407643,1568.0,83.99673402735252
891f1d48a13ffff,682.09595,0,0,0,1,0,0,0,berlin,0.020627472912407643,1568.0,83.99673402735252
891f1d4801bffff,703.7569,0,0,0,0,0,0,0,berlin,0.020546454318813235,1572.0,83.95590936925903
891f1d4de4fffff,652.9345,0,0,0,0,0,0,0,berlin,0.020520304765734906,1573.0,83.94570320473566
891f1d4a953ffff,681.154,0,0,0,0,0,0,0,berlin,0.020509153882917675,1574.0,83.93549704021228
891f1d48a33ffff,723.68823,0,0,3,1,0,0,0,berlin,0.02049280240148488,1575.0,83.92529087568892
891f18b2e73ffff,631.70575,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4b023ffff,633.1588,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f18b6613ffff,635.73834,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4b063ffff,631.834,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4ac2bffff,639.01,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4da73ffff,632.2051,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4a963ffff,637.42377,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4c64bffff,633.3656,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d41b7bffff,630.1151,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4d803ffff,633.3666,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f18b3313ffff,635.3857,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4828bffff,634.0013,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d48393ffff,634.47614,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d498b3ffff,631.06415,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d49137ffff,633.74054,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1886b5bffff,630.7533,0,0,1,0,0,0,0,berlin,0.020317049669472693,1576.0,83.91508471116555
891f1d4f3bbffff,557.91077,0,1,1,0,0,0,0,berlin,0.0203125,1592.0,83.75178607879158
891f18b4247ffff,145.44154,0,0,0,0,0,0,0,berlin,0.02027061721713303,1593.0,83.74157991426821
891f1d4f08fffff,738.99817,0,0,1,0,0,1,0,berlin,0.020200573065902575,1594.0,83.73137374974485
891f18b2417ffff,693.8086,1,0,5,0,0,0,0,berlin,0.020181262731287827,1595.0,83.72116758522148
891f1d4d4d7ffff,750.41504,0,0,19,0,0,1,0,berlin,0.02008444125617727,1596.0,83.7109614206981
891f18a2d23ffff,7.9977226,0,0,0,0,0,0,0,berlin,0.020077700583082593,1597.0,83.70075525617473
891f1d4d58bffff,699.66864,0,0,1,1,0,1,0,berlin,0.02,1598.0,83.69054909165135
891f1d4a9abffff,768.2424,2,0,0,3,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f18b7693ffff,691.0242,0,0,1,0,6,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d4d64bffff,671.63794,1,0,25,2,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d4c417ffff,729.9302,0,0,1,1,0,1,0,berlin,0.02,1598.0,83.69054909165135
891f1d48ddbffff,699.35095,2,0,4,2,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f18b0d13ffff,421.68362,0,0,0,0,0,1,0,berlin,0.02,1598.0,83.69054909165135
891f1d4c1c7ffff,668.2404,0,0,3,0,0,3,0,berlin,0.02,1598.0,83.69054909165135
891f18b089bffff,732.7765,0,0,2,1,0,2,0,berlin,0.02,1598.0,83.69054909165135
891f18b71afffff,705.0631,1,0,2,1,0,2,0,berlin,0.02,1598.0,83.69054909165135
891f1d4d4a3ffff,702.17346,1,0,3,0,1,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d4b393ffff,548.61646,0,0,5,2,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d48d6fffff,732.6722,0,0,17,2,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d4d44bffff,719.30884,2,0,1,0,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d49853ffff,688.8517,1,0,0,1,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d4d50bffff,691.7181,1,1,3,0,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f18b25a3ffff,695.5209,1,0,22,1,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f18b3327ffff,777.09656,0,0,1,1,0,2,0,berlin,0.02,1598.0,83.69054909165135
891f1d4f2cfffff,753.5423,0,0,24,2,1,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d48373ffff,694.4658,0,0,14,2,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d4890bffff,682.6604,1,0,17,2,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f18b3523ffff,670.8377,3,0,1,0,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f18b018fffff,746.67114,1,0,0,3,0,1,1,berlin,0.02,1598.0,83.69054909165135
891f1d4f39bffff,725.8294,1,0,1,1,0,0,0,berlin,0.02,1598.0,83.69054909165135
891f1d41443ffff,635.9631,0,0,0,0,0,0,0,berlin,0.019872647879581855,1622.0,83.44560114309043
891f1d4b0abffff,699.9554,0,0,2,0,0,1,0,berlin,0.01980796504796058,1623.0,83.43539497856705
891f18b330fffff,724.2687,0,0,2,0,0,1,0,berlin,0.01980796504796058,1623.0,83.43539497856705
891f18b6403ffff,628.15216,0,0,1,0,0,0,0,berlin,0.019778588131011153,1625.0,83.41498264952031
891f1d4da57ffff,628.20703,0,0,1,0,0,0,0,berlin,0.019778588131011153,1625.0,83.41498264952031
891f1d4d6c7ffff,628.30054,0,0,1,0,0,0,0,berlin,0.019778588131011153,1625.0,83.41498264952031
891f1d4b567ffff,627.3877,0,0,1,0,0,0,0,berlin,0.019778588131011153,1625.0,83.41498264952031
891f18b0e87ffff,627.7837,0,0,1,0,0,0,0,berlin,0.019778588131011153,1625.0,83.41498264952031
891f1d4a907ffff,623.61487,0,0,0,0,0,0,0,berlin,0.019758808999051358,1630.0,83.36395182690345
891f18b328bffff,623.6138,0,0,0,0,0,0,0,berlin,0.019758808999051358,1630.0,83.36395182690345
891f1d49e1bffff,578.6962,0,0,0,0,0,0,0,berlin,0.01972436542104455,1632.0,83.34353949785671
891f18b665bffff,629.65173,0,0,0,0,0,0,0,berlin,0.019610660850903208,1633.0,83.33333333333334
891f1d4f68fffff,761.34064,0,0,4,0,0,0,0,berlin,0.019479586080955923,1634.0,83.32312716880996
891f18b332fffff,761.8483,0,0,4,0,0,0,0,berlin,0.019479586080955923,1634.0,83.32312716880996
891f1d4f66bffff,762.82764,0,0,4,0,0,0,0,berlin,0.019479586080955923,1634.0,83.32312716880996
891f1d41e4bffff,592.449,0,0,0,0,0,0,0,berlin,0.019472071843062898,1637.0,83.29250867523984
891f1d4ab77ffff,744.8272,0,0,3,1,0,0,0,berlin,0.019446903095311597,1638.0,83.28230251071648
891f1d4f293ffff,742.88464,0,0,3,1,0,0,0,berlin,0.019446903095311597,1638.0,83.28230251071648
891f1d4a84fffff,678.43024,0,0,1,1,0,0,0,berlin,0.019373069914691895,1640.0,83.26189018166973
891f1d4f56bffff,684.4281,0,0,0,0,0,0,0,berlin,0.019102580901851664,1641.0,83.25168401714636
891f18b0ca3ffff,586.6426,0,0,1,0,0,0,0,berlin,0.01898290369292605,1642.0,83.24147785262298
891f1d4cedbffff,585.82166,0,0,1,0,0,0,0,berlin,0.01898290369292605,1642.0,83.24147785262298
891f1d4953bffff,586.6455,0,0,1,0,0,0,0,berlin,0.01898290369292605,1642.0,83.24147785262298
891f18b2063ffff,590.5228,0,0,1,0,0,0,0,berlin,0.01898290369292605,1642.0,83.24147785262298
891f1d4a193ffff,589.9627,0,0,1,0,0,0,0,berlin,0.01898290369292605,1642.0,83.24147785262298
891f18b32d3ffff,585.54395,0,0,1,0,0,0,0,berlin,0.01898290369292605,1642.0,83.24147785262298
891f18b2827ffff,587.90735,0,0,1,0,0,0,0,berlin,0.01898290369292605,1642.0,83.24147785262298
891f1d4105bffff,590.8339,0,0,1,0,0,0,0,berlin,0.01898290369292605,1642.0,83.24147785262298
891f1d4c313ffff,740.4994,0,0,0,0,0,0,0,berlin,0.018940995769463412,1650.0,83.15982853643601
891f1d4dd9bffff,721.45483,0,0,0,0,0,0,0,berlin,0.01894099576946341,1651.0,83.14962237191264
891f18b2c2bffff,721.46857,0,0,0,0,0,0,0,berlin,0.01894099576946341,1651.0,83.14962237191264
891f1d4a1d7ffff,563.4417,0,0,4,0,0,0,0,berlin,0.018869514111669553,1653.0,83.12921004286589
891f1896b2bffff,574.9159,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1d4c6d7ffff,563.1876,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1d48dd7ffff,574.3241,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f18b24a7ffff,578.46466,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f18b296bffff,566.5366,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f18b3557ffff,569.81036,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f18b74a3ffff,561.0059,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f18b7027ffff,568.72705,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1d4f36fffff,559.9236,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1886873ffff,582.2721,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f18b70bbffff,569.55005,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1d4a1a7ffff,565.42236,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1d41287ffff,579.3425,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1d4133bffff,565.4061,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f18845b3ffff,563.43164,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1d4ae2fffff,565.75806,0,0,1,0,0,0,0,berlin,0.018750345553391164,1654.0,83.11900387834251
891f1d4b3cbffff,566.5216,0,0,3,1,0,0,0,berlin,0.01871740588758868,1670.0,82.95570524596856
891f1d4aa23ffff,766.5144,0,0,4,0,0,1,0,berlin,0.018608691762473182,1671.0,82.94549908144519
891f1d4f04fffff,755.6001,0,0,4,0,0,0,0,berlin,0.018542086080955922,1672.0,82.93529291692182
891f1d4c4a3ffff,476.1491,0,0,1,1,0,0,0,berlin,0.018453254086198478,1673.0,82.92508675239844
891f1d4c5c3ffff,476.2497,0,0,1,1,0,0,0,berlin,0.018453254086198478,1673.0,82.92508675239844
891f1d49ec3ffff,474.56247,0,0,1,1,0,0,0,berlin,0.018453254086198478,1673.0,82.92508675239844
891f1d4d85bffff,554.4408,0,0,1,0,0,0,0,berlin,0.01839160115877233,1676.0,82.89446825882834
891f1d4124bffff,554.06384,0,0,1,0,0,0,0,berlin,0.01839160115877233,1676.0,82.89446825882834
891f1d4844bffff,554.843,0,0,1,0,0,0,0,berlin,0.01839160115877233,1676.0,82.89446825882834
891f18b2907ffff,556.23956,0,0,1,0,0,0,0,berlin,0.01839160115877233,1676.0,82.89446825882834
891f18b540bffff,558.9077,0,0,1,0,0,0,1,berlin,0.01839160115877233,1676.0,82.89446825882834
891f1d4da4bffff,556.03125,0,0,1,0,0,0,0,berlin,0.01839160115877233,1676.0,82.89446825882834
891f1d4c243ffff,553.05835,0,0,1,0,0,0,0,berlin,0.01839160115877233,1676.0,82.89446825882834
891f1d40b9bffff,471.20645,0,0,0,0,0,0,0,berlin,0.018200783915235455,1683.0,82.82302510716472
891f1d4d307ffff,688.4954,0,0,1,1,0,0,0,berlin,0.01812347624616051,1684.0,82.81281894264136
891f1d4162fffff,644.34467,0,0,2,1,0,0,0,berlin,0.0181044296953154,1685.0,82.80261277811799
891f18b258bffff,640.0859,0,0,2,1,0,0,0,berlin,0.0181044296953154,1685.0,82.80261277811799
891f1d4d3cbffff,469.4535,0,0,1,1,0,0,0,berlin,0.018075895595632437,1687.0,82.78220044907124
891f1d4dc5bffff,737.48517,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f1d4f287ffff,737.6627,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f1886b0fffff,739.4148,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f1d4ae23ffff,747.4808,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f1d4f233ffff,750.5626,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f18b7283ffff,747.57434,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f18b228bffff,739.9752,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f1d4f62bffff,751.056,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f18b2ec3ffff,745.9857,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f1d4d523ffff,744.59766,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f18b06a3ffff,749.9939,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f18b2473ffff,740.28357,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f18b04d7ffff,744.2975,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f1d4d083ffff,741.70593,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f18b2a6bffff,738.71625,0,0,3,0,0,0,0,berlin,0.017946644744675375,1688.0,82.77199428454787
891f1d48983ffff,729.4076,0,0,13,1,0,0,0,berlin,0.017805555555555557,1703.0,82.61890181669729
891f1d4d2d3ffff,704.104,0,0,13,1,0,0,0,berlin,0.017805555555555554,1704.0,82.6086956521739
891f1d4d437ffff,711.6289,0,0,3,0,0,0,0,berlin,0.017796325635118043,1705.0,82.59848948765054
891f1d4d4b3ffff,709.1522,0,0,3,0,0,0,0,berlin,0.017796325635118043,1705.0,82.59848948765054
891f18b3273ffff,616.85254,0,0,2,1,0,0,0,berlin,0.017766767357653066,1707.0,82.5780771586038
891f1d4899bffff,741.74585,0,0,16,1,0,0,0,berlin,0.017755296871150527,1708.0,82.56787099408042
891f1d4f3d7ffff,720.12354,0,0,3,0,0,0,0,berlin,0.017536585375377785,1709.0,82.55766482955705
891f1d483b3ffff,719.08856,0,0,3,0,0,0,0,berlin,0.017536585375377785,1709.0,82.55766482955705
891f1d4aa2fffff,719.4374,0,0,3,0,0,0,0,berlin,0.017536585375377785,1709.0,82.55766482955705
891f1d49857ffff,722.952,0,0,3,0,0,0,0,berlin,0.017536585375377785,1709.0,82.55766482955705
891f18b0c73ffff,719.41406,0,0,3,0,0,0,0,berlin,0.017536585375377785,1709.0,82.55766482955705
891f1d4c60bffff,712.29285,0,0,1,1,0,0,0,berlin,0.017473616302182922,1714.0,82.50663400694019
891f18b3337ffff,710.85767,0,0,1,1,0,0,0,berlin,0.017473616302182922,1714.0,82.50663400694019
891f1d4d423ffff,710.89874,0,0,1,1,0,0,0,berlin,0.017473616302182922,1714.0,82.50663400694019
891f1d4c633ffff,730.06354,0,0,3,0,0,0,0,berlin,0.01733020638851099,1717.0,82.47601551337007
891f1d4f083ffff,727.91675,0,0,3,0,0,0,0,berlin,0.01733020638851099,1717.0,82.47601551337007
891f18b664fffff,725.308,0,0,3,0,0,0,0,berlin,0.01733020638851099,1717.0,82.47601551337007
891f18b213bffff,730.1874,0,0,3,0,0,0,0,berlin,0.01733020638851099,1717.0,82.47601551337007
891f18b02bbffff,727.35596,0,0,3,0,0,0,0,berlin,0.01733020638851099,1717.0,82.47601551337007
891f1d4f207ffff,727.17413,0,0,3,0,0,0,0,berlin,0.01733020638851099,1717.0,82.47601551337007
891f18b0457ffff,731.62256,0,0,3,0,0,0,0,berlin,0.01733020638851099,1717.0,82.47601551337007
891f1d4c0b7ffff,549.911,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f18b2d23ffff,548.52966,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d41a83ffff,549.91174,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d4f593ffff,549.0423,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f18b2a37ffff,548.3758,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d49a9bffff,548.936,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d4b5cfffff,549.8064,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f18b014fffff,550.3438,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d4aad3ffff,547.2502,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d485cbffff,550.52856,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d41933ffff,550.20544,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d58903ffff,547.0145,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d48853ffff,547.76624,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f18b058bffff,550.46436,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d4a497ffff,550.1942,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d413d3ffff,547.34766,0,0,0,0,0,0,0,berlin,0.017229340130439526,1724.0,82.40457236170647
891f1d4f687ffff,740.95917,0,0,4,0,0,0,0,berlin,0.017217848520763305,1740.0,82.24127372933252
891f1d48c83ffff,742.21564,0,0,4,0,0,0,0,berlin,0.017217848520763305,1740.0,82.24127372933252
891f18b351bffff,726.27844,0,0,4,0,0,0,0,berlin,0.017217848520763305,1740.0,82.24127372933252
891f1d498c7ffff,741.91626,0,0,4,0,0,0,0,berlin,0.017217848520763305,1740.0,82.24127372933252
891f1d4821bffff,745.1836,0,0,4,0,0,0,0,berlin,0.017217848520763305,1740.0,82.24127372933252
891f18b0c1bffff,726.3388,0,0,4,0,0,0,0,berlin,0.017217848520763305,1740.0,82.24127372933252
891f1d4d533ffff,746.5941,0,0,4,0,0,0,0,berlin,0.017217848520763305,1740.0,82.24127372933252
891f1d48a03ffff,722.8135,0,0,4,0,0,0,0,berlin,0.017217848520763305,1740.0,82.24127372933252
891f18b3577ffff,713.38794,0,0,2,1,0,0,0,berlin,0.01708560860412589,1748.0,82.15962441314554
891f1d4ce03ffff,491.12326,0,0,1,0,0,0,0,berlin,0.016982210364334557,1749.0,82.14941824862217
891f18b76abffff,489.07135,0,0,1,0,0,0,0,berlin,0.016982210364334557,1749.0,82.14941824862217
891f18b3647ffff,488.6205,0,0,1,0,0,0,0,berlin,0.016982210364334557,1749.0,82.14941824862217
891f18b31dbffff,721.46326,0,0,3,0,0,1,0,berlin,0.01695162218225068,1752.0,82.11879975505205
891f1d4d5c3ffff,709.0415,0,0,3,0,0,1,0,berlin,0.01695162218225068,1752.0,82.11879975505205
891f18b0c63ffff,714.9097,0,0,3,0,0,1,0,berlin,0.01695162218225068,1752.0,82.11879975505205
891f1d4a82bffff,714.10004,0,0,3,0,0,1,0,berlin,0.01695162218225068,1752.0,82.11879975505205
891f18b0c43ffff,723.6604,0,0,1,0,0,0,0,berlin,0.016837793144612995,1756.0,82.07797509695857
891f1d4d587ffff,715.93994,1,0,2,0,0,0,0,berlin,0.016671071454815372,1757.0,82.0677689324352
891f1d4e463ffff,560.5482,0,0,0,0,0,0,0,berlin,0.016642545279626865,1758.0,82.05756276791182
891f18b059bffff,560.0665,0,0,0,0,0,0,0,berlin,0.016642545279626865,1758.0,82.05756276791182
891f18b762bffff,560.6874,0,0,0,0,0,0,0,berlin,0.016642545279626865,1758.0,82.05756276791182
891f188444fffff,561.0452,0,0,0,0,0,0,0,berlin,0.016642545279626865,1758.0,82.05756276791182
891f1d4957bffff,561.5626,0,0,0,0,0,0,0,berlin,0.016642545279626865,1758.0,82.05756276791182
891f1d4f32fffff,561.42413,0,0,0,0,0,0,0,berlin,0.016642545279626865,1758.0,82.05756276791182
891f1d4c073ffff,561.73926,0,0,0,0,0,0,0,berlin,0.016642545279626865,1758.0,82.05756276791182
891f18b541bffff,560.59717,0,0,0,0,0,0,0,berlin,0.016642545279626865,1758.0,82.05756276791182
