h3_index,population,count_amenity_education,count_amenity_healthcare,count_amenity_shopping_food,count_amenity_leisure_recreation,count_amenity_workplaces,count_amenity_public_services,has_station,city,station_probability,station_rank,percentile_rank
891f1d48813ffff,684.7367,0,0,12,0,0,1,1,berlin,0.9241772967772968,1.0,99.98979383547663
891f1d4d6c3ffff,682.2226,0,0,15,1,0,2,1,berlin,0.9120833333333335,2.0,99.97958767095325
891f1d4830fffff,690.167,0,0,13,0,0,1,1,berlin,0.8999234487734488,3.0,99.96938150642988
891f1d48d83ffff,611.9927,0,0,6,0,0,2,1,berlin,0.89,4.0,99.95917534190652
891f1d4882fffff,682.27795,0,0,16,1,0,2,1,berlin,0.8820833333333334,5.0,99.94896917738313
891f1d4ab9bffff,582.7823,0,0,6,0,0,2,1,berlin,0.88,6.0,99.93876301285977
891f1d49dd3ffff,715.8524,0,2,26,0,0,2,1,berlin,0.86,7.0,99.9285568483364
891f1d4aa9bffff,698.14795,0,0,4,0,0,4,1,berlin,0.86,7.0,99.9285568483364
891f18b2207ffff,684.2306,0,1,12,0,0,1,1,berlin,0.8434956709956709,9.0,99.90814451928965
891f1d48ebbffff,684.97656,0,0,10,0,0,1,1,berlin,0.8141971380471381,10.0,99.89793835476628
891f1d4ab2bffff,750.58295,0,1,6,1,0,2,1,berlin,0.81,11.0,99.8877321902429
891f1d489cbffff,683.8647,1,0,24,0,1,0,1,berlin,0.8042857142857143,12.0,99.87752602571953
891f1d4b3d3ffff,639.4757,0,0,5,1,0,2,1,berlin,0.8,13.0,99.86731986119617
891f1d4f2d7ffff,749.54724,0,0,16,0,0,3,1,berlin,0.786984126984127,14.0,99.85711369667278
891f1d49dafffff,682.7567,0,0,10,0,0,1,1,berlin,0.7841971380471381,15.0,99.84690753214942
891f18b226fffff,699.91583,0,0,4,1,0,2,1,berlin,0.7833333333333334,16.0,99.83670136762605
891f1d48837ffff,686.0581,0,0,18,0,1,0,1,berlin,0.7832575757575758,17.0,99.82649520310268
891f18b2163ffff,767.06744,0,0,11,1,0,0,1,berlin,0.7816928278928279,18.0,99.8162890385793
891f1d48963ffff,685.2949,0,0,3,2,0,2,1,berlin,0.78,19.0,99.80608287405593
891f1d48017ffff,661.0917,1,0,2,1,0,0,1,berlin,0.7761542056074766,20.0,99.79587670953256
891f1d48b93ffff,686.70996,0,0,17,0,0,0,1,berlin,0.7758194041252865,21.0,99.78567054500918
891f1d48b13ffff,710.74646,0,0,15,0,0,5,1,berlin,0.7725,22.0,99.77546438048581
891f1d4d66bffff,698.7852,1,0,23,0,1,0,1,berlin,0.77,23.0,99.76525821596245
891f1d49d07ffff,728.2898,0,0,15,2,0,2,1,berlin,0.77,23.0,99.76525821596245
891f1d4d017ffff,744.8888,0,0,9,0,0,2,1,berlin,0.7665695526695526,25.0,99.7448458869157
891f1d49d33ffff,703.4624,1,0,19,0,0,3,1,berlin,0.765,26.0,99.73463972239233
891f1d4cadbffff,738.92096,0,0,5,0,0,2,1,berlin,0.7644856124267889,27.0,99.72443355786895
891f1d4d607ffff,633.07404,0,0,6,0,0,3,1,berlin,0.76,28.0,99.71422739334558
891f1d4b39bffff,594.69934,0,1,27,1,0,7,1,berlin,0.76,28.0,99.71422739334558
891f1d49b2bffff,783.6355,0,0,1,1,0,0,1,berlin,0.7593696514926817,30.0,99.69381506429883
891f1d48973ffff,685.8468,0,0,16,0,0,0,1,berlin,0.7513497071555895,31.0,99.68360889977546
891f1d4d0d7ffff,751.58624,0,1,7,1,0,0,1,berlin,0.7507142857142857,32.0,99.6734027352521
891f18b2533ffff,708.0564,1,0,18,0,1,1,1,berlin,0.7506666666666666,33.0,99.66319657072872
891f1d4ab47ffff,770.15796,1,0,8,0,0,0,1,berlin,0.7495528834594449,34.0,99.65299040620535
891f1d499cfffff,751.6531,0,2,10,0,0,0,1,berlin,0.7465683060109289,35.0,99.64278424168198
891f1d48b83ffff,686.7654,0,2,13,0,0,3,1,berlin,0.745,36.0,99.6325780771586
891f1d48c97ffff,749.73303,0,1,15,1,0,2,1,berlin,0.745,36.0,99.6325780771586
891f1d4d0afffff,743.39624,0,0,11,0,0,2,1,berlin,0.7437648459383754,38.0,99.61216574811186
891f18b3073ffff,757.90814,0,1,7,0,0,1,1,berlin,0.7433333333333333,39.0,99.60195958358848
891f1d48263ffff,746.0089,0,0,7,0,0,2,1,berlin,0.7420822510822511,40.0,99.59175341906511
891f18b052fffff,569.973,0,0,2,0,0,2,1,berlin,0.74,41.0,99.58154725454175
891f1d48367ffff,706.20807,0,1,5,4,0,1,1,berlin,0.74,41.0,99.58154725454175
891f18b25b3ffff,675.378,1,1,23,0,1,2,1,berlin,0.7392857142857143,43.0,99.561134925495
891f1d48823ffff,686.9337,0,0,23,1,0,0,1,berlin,0.7372467320261439,44.0,99.55092876097163
891f1d49963ffff,754.97546,0,0,4,1,0,2,1,berlin,0.7358333333333335,45.0,99.54072259644825
891f1d49b7bffff,756.369,0,0,8,1,0,1,1,berlin,0.7347416666666666,46.0,99.53051643192488
891f1d48c37ffff,687.8563,0,1,3,1,0,1,1,berlin,0.73,47.0,99.52031026740151
891f18b24b7ffff,646.6445,0,0,2,0,1,2,1,berlin,0.73,47.0,99.52031026740151
891f1d48a47ffff,722.24756,0,0,7,0,1,1,1,berlin,0.7245454545454545,49.0,99.49989793835476
891f1d4a1c3ffff,672.7605,2,1,10,0,0,5,1,berlin,0.72,50.0,99.4896917738314
891f18b2193ffff,725.6522,0,1,6,0,1,1,1,berlin,0.72,50.0,99.4896917738314
891f1d489d7ffff,720.301,0,0,15,0,0,1,1,berlin,0.7145547619047619,52.0,99.46927944478465
891f18b217bffff,770.3623,0,0,7,0,0,2,1,berlin,0.7137186147186148,53.0,99.45907328026128
891f1d48d77ffff,754.20764,2,0,3,1,0,0,1,berlin,0.71,54.0,99.44886711573791
891f1d4994bffff,795.2549,0,1,10,0,0,0,1,berlin,0.7069499798926029,55.0,99.43866095121453
891f1886913ffff,710.9071,0,4,5,0,0,0,1,berlin,0.7,56.0,99.42845478669116
891f1d4de07ffff,670.1709,0,0,5,0,0,2,1,berlin,0.6996428571428572,57.0,99.4182486221678
891f1d4ac8fffff,748.2346,0,0,6,0,0,2,1,berlin,0.6984379933791698,58.0,99.40804245764441
891f1d4dacfffff,724.3688,0,1,7,1,0,1,1,berlin,0.69,59.0,99.39783629312105
891f188680fffff,592.55804,0,1,1,2,0,0,1,berlin,0.6822222222222223,60.0,99.38763012859768
891f1d49837ffff,754.3524,0,1,11,2,0,4,1,berlin,0.68,61.0,99.3774239640743
891f18b2133ffff,753.3201,0,0,14,0,0,0,1,berlin,0.678415350350016,62.0,99.36721779955093
891f1d49d53ffff,740.4588,0,0,12,0,0,1,1,berlin,0.6730565252723791,63.0,99.35701163502756
891f1d48b8bffff,699.07324,2,0,10,0,0,2,1,berlin,0.6683333333333333,64.0,99.34680547050418
891f18b25cbffff,691.8451,1,0,14,0,0,0,1,berlin,0.6638522815981832,65.0,99.33659930598081
891f1d4891bffff,686.81995,0,0,18,0,0,0,1,berlin,0.6549839062897886,66.0,99.32639314145744
891f1886e2fffff,494.3588,0,0,4,0,0,1,1,berlin,0.6533064804869317,67.0,99.31618697693406
891f18869dbffff,590.74084,0,0,4,0,0,1,1,berlin,0.6494969566774077,68.0,99.3059808124107
891f1d41693ffff,677.786,0,0,5,0,1,2,1,berlin,0.6483333333333333,69.0,99.29577464788733
891f1d488b7ffff,713.02234,0,0,10,0,0,1,1,berlin,0.6476392514892515,70.0,99.28556848336395
891f1d4d46bffff,714.60706,0,0,3,2,0,0,1,berlin,0.6438924073526028,71.0,99.27536231884058
891f1d49b0fffff,764.63245,0,0,16,0,0,0,1,berlin,0.6437461908107003,72.0,99.26515615431721
891f18b5bcbffff,145.49765,0,0,0,0,0,0,0,berlin,0.6404119849749565,73.0,99.25494998979383
891f18b21bbffff,726.4062,0,0,9,0,0,1,1,berlin,0.6387891293891294,74.0,99.24474382527046
891f18b71a7ffff,642.7215,0,0,3,0,0,1,1,berlin,0.63301118122813,75.0,99.2345376607471
891f18b28bbffff,694.9717,0,0,3,0,0,2,1,berlin,0.6314973262032086,76.0,99.22433149622371
891f1d4a81bffff,740.5066,0,0,1,0,1,0,1,berlin,0.6313574660633484,77.0,99.21412533170034
891f1d48a67ffff,717.07275,1,0,2,2,0,0,1,berlin,0.63,78.0,99.20391916717698
891f1d40bdbffff,468.3955,1,0,1,0,0,0,1,berlin,0.63,78.0,99.20391916717698
891f1d4f6b3ffff,725.70215,3,0,1,0,1,0,1,berlin,0.63,78.0,99.20391916717698
891f1d4aa07ffff,710.0804,0,0,7,0,1,0,1,berlin,0.6276080586080586,81.0,99.17330067360686
891f1d4f22fffff,686.7818,0,1,1,0,0,0,1,berlin,0.622313845314245,82.0,99.16309450908349
891f1d4d38bffff,583.3854,0,0,1,4,0,0,1,berlin,0.62,83.0,99.15288834456011
891f1d499d7ffff,749.46716,0,0,6,0,1,0,1,berlin,0.6118373238240788,84.0,99.14268218003674
891f1d49d4bffff,739.58026,2,0,2,0,0,0,1,berlin,0.6108695652173913,85.0,99.13247601551338
891f1d48bc3ffff,719.40845,0,0,27,0,0,1,1,berlin,0.6091666666666666,86.0,99.12226985099
891f18b744bffff,446.31677,0,0,0,1,0,0,1,berlin,0.6060600657048026,87.0,99.11206368646663
891f1d48bdbffff,713.4506,0,0,21,0,0,0,1,berlin,0.6032884711779448,88.0,99.10185752194326
891f1d4c8cbffff,679.0491,1,0,1,3,0,3,1,berlin,0.6,89.0,99.09165135741988
891f1d4a1cfffff,668.88477,0,0,7,0,0,1,1,berlin,0.5968681687986199,90.0,99.08144519289651
891f1d4ce63ffff,626.4807,0,0,1,1,0,0,1,berlin,0.5963751588423194,91.0,99.07123902837314
891f18b08d7ffff,724.65137,0,1,3,0,0,0,1,berlin,0.595651859877212,92.0,99.06103286384976
891f1d482cfffff,721.8623,1,0,1,0,0,0,1,berlin,0.5944140316576622,93.0,99.0508266993264
891f1d48d5bffff,672.31714,0,0,4,1,0,0,1,berlin,0.5882913407246814,94.0,99.04062053480303
891f1d4d6dbffff,682.2404,1,0,2,1,0,0,1,berlin,0.5856542056074767,95.0,99.03041437027964
891f18b70b3ffff,677.7512,1,0,3,0,0,0,1,berlin,0.5847803940021331,96.0,99.02020820575628
891f1d59987ffff,220.61089,0,0,2,0,0,0,0,berlin,0.5846483169281909,97.0,99.01000204123291
891f18b34a7ffff,751.0963,0,0,12,1,0,0,1,berlin,0.5837190397966583,98.0,98.99979587670953
891f1d4a3a7ffff,679.84436,0,0,0,1,0,0,1,berlin,0.5817156815031742,99.0,98.98958971218616
891f1d480c3ffff,649.0499,0,0,7,4,0,0,1,berlin,0.58,100.0,98.97938354766279
891f18b340bffff,776.99866,0,0,6,0,0,1,1,berlin,0.5799851040314089,101.0,98.96917738313941
891f18b0133ffff,708.4734,0,0,2,1,0,0,1,berlin,0.578085608604126,102.0,98.95897121861604
891f18b22bbffff,686.15686,0,0,5,0,0,1,1,berlin,0.5740404082043601,103.0,98.94876505409268
891f1d49903ffff,761.2164,0,0,8,0,0,1,1,berlin,0.5662319861175766,104.0,98.9385588895693
891f1d48917ffff,701.8479,0,0,16,1,0,0,1,berlin,0.565138888888889,105.0,98.92835272504593
891f18b210bffff,594.64465,0,0,8,0,1,0,1,berlin,0.5637552447552447,106.0,98.91814656052256
891f18b04cfffff,717.15204,0,0,5,0,0,0,1,berlin,0.5634132542748851,107.0,98.90794039599919
891f1d482cbffff,570.9465,0,0,1,1,0,0,1,berlin,0.5614833621879263,108.0,98.89773423147581
891f1d413c3ffff,618.18,1,0,2,1,0,0,0,berlin,0.5561542056074766,109.0,98.88752806695244
891f18b24dbffff,748.7302,1,0,8,1,0,0,1,berlin,0.5513338343467469,110.0,98.87732190242907
891f1d41937ffff,640.90125,0,0,2,0,0,0,1,berlin,0.550985792665223,111.0,98.86711573790569
891f18b452bffff,92.13386,0,0,0,0,0,0,1,berlin,0.550330426514329,112.0,98.85690957338232
891f1d48a53ffff,700.1129,0,0,8,0,0,0,1,berlin,0.55007959015076,113.0,98.84670340885896
891f1d48c4bffff,689.67896,0,0,12,0,0,0,1,berlin,0.5496441483525075,114.0,98.83649724433558
891f18b218bffff,732.2029,0,0,15,0,0,0,1,berlin,0.5467592911005488,115.0,98.82629107981221
891f18b248bffff,646.9511,0,0,4,0,0,0,1,berlin,0.5457904382168042,116.0,98.81608491528884
891f1d49bcbffff,783.13745,1,0,6,0,0,0,1,berlin,0.5438533129484564,117.0,98.80587875076546
891f1d4e65bffff,559.56854,0,0,0,0,1,0,0,berlin,0.541,118.0,98.79567258624209
891f1d41b77ffff,640.00037,0,0,2,0,0,0,1,berlin,0.540985792665223,119.0,98.78546642171872
891f18b36d3ffff,776.40894,0,0,1,1,0,0,0,berlin,0.5406806035050657,120.0,98.77526025719534
891f1d49b17ffff,774.6506,0,0,1,1,0,0,1,berlin,0.5406806035050657,120.0,98.77526025719534
891f1d48867ffff,633.3003,0,0,4,1,0,0,1,berlin,0.5406246740580147,122.0,98.7548479281486
891f1d4de93ffff,724.5215,0,0,1,1,0,0,1,berlin,0.5345177310933599,123.0,98.74464176362522
891f1d48cbbffff,707.0674,0,0,11,1,0,1,1,berlin,0.5322092592592593,124.0,98.73443559910186
891f1d48bafffff,653.9105,0,0,4,0,0,0,1,berlin,0.5266607474443452,125.0,98.72422943457849
891f18b0c53ffff,715.52734,0,0,5,0,0,0,1,berlin,0.526140527002158,126.0,98.71402327005511
891f1d4892bffff,694.3324,0,0,0,1,0,0,1,berlin,0.5246187030322758,127.0,98.70381710553174
891f1d4d997ffff,751.54736,0,0,3,0,0,1,1,berlin,0.524220529745276,128.0,98.69361094100837
891f1d49d6bffff,753.8316,1,0,5,0,0,0,1,berlin,0.520157961760414,129.0,98.68340477648499
891f1d58ab3ffff,439.43506,0,0,3,0,0,0,1,berlin,0.5159783965361643,130.0,98.67319861196162
891f1d4d237ffff,499.19186,0,0,1,0,0,0,1,berlin,0.5079445119516363,131.0,98.66299244743826
891f18b250bffff,633.16675,0,0,16,0,0,0,1,berlin,0.5030450216450216,132.0,98.65278628291487
891f18b204bffff,734.6232,0,0,5,0,0,2,1,berlin,0.4994856124267889,133.0,98.6425801183915
891f1d4c34bffff,697.3323,0,0,3,0,0,1,1,berlin,0.4994609225437251,134.0,98.63237395386814
891f1d4ae47ffff,654.3595,0,0,2,1,0,0,1,berlin,0.4971526037434895,135.0,98.62216778934476
891f1d48363ffff,705.16235,0,0,11,0,0,0,1,berlin,0.49158550714692917,136.0,98.61196162482139
891f1d48ac7ffff,688.893,0,0,0,1,0,0,0,berlin,0.48398786528161664,137.0,98.60175546029802
891f18b352fffff,688.87085,0,0,0,1,0,0,1,berlin,0.48398786528161664,137.0,98.60175546029802
891f1d4e4cbffff,689.1251,0,0,0,1,0,0,0,berlin,0.48398786528161664,137.0,98.60175546029802
891f18b26bbffff,734.80225,0,0,3,1,0,0,1,berlin,0.48283046473914726,140.0,98.5711369667279
891f18b22abffff,684.11755,0,0,5,0,0,1,0,berlin,0.48261183677578856,141.0,98.56093080220454
891f1d48d07ffff,771.4189,1,0,2,0,0,0,1,berlin,0.4822938295283848,142.0,98.55072463768116
891f1d48c13ffff,692.98535,0,0,9,0,1,0,1,berlin,0.4799219114219115,143.0,98.54051847315779
891f1d48b53ffff,686.1885,0,0,5,0,0,0,1,berlin,0.47962469029196586,144.0,98.53031230863442
891f1d49d2fffff,736.1963,0,0,9,0,0,0,1,berlin,0.4785047655214194,145.0,98.52010614411104
891f1d4d08bffff,750.4104,0,0,6,0,0,1,0,berlin,0.4780681859821378,146.0,98.50989997958767
891f1d4d233ffff,679.4651,0,0,0,1,0,0,0,berlin,0.4717156815031742,147.0,98.4996938150643
891f18b24a3ffff,689.4598,0,0,4,0,0,0,1,berlin,0.46193880769442613,148.0,98.48948765054092
891f1d40233ffff,66.63966,0,0,0,0,0,0,0,berlin,0.46053945860229495,149.0,98.47928148601756
891f18b0553ffff,550.9019,0,0,1,0,0,0,1,berlin,0.45730554855245353,150.0,98.46907532149419
891f1d49c77ffff,712.5422,0,0,8,0,0,0,1,berlin,0.45501186807811217,151.0,98.4588691569708
891f1d4aa8fffff,763.4763,0,0,3,0,0,0,1,berlin,0.4536952250206985,152.0,98.44866299244744
891f1d48987ffff,706.6576,0,0,11,0,0,0,1,berlin,0.45158550714692913,153.0,98.43845682792407
891f1d49bd7ffff,747.0597,0,0,7,0,0,0,1,berlin,0.44928676303637827,154.0,98.42825066340069
891f1d4894bffff,683.66626,0,0,1,1,0,0,1,berlin,0.44719971990498864,155.0,98.41804449887732
891f18b7413ffff,155.13008,0,0,0,0,0,0,1,berlin,0.44277517096642327,156.0,98.40783833435395
891f1d48a87ffff,264.99988,0,0,0,0,0,0,0,berlin,0.4408271626435178,157.0,98.39763216983057
891f1d4834fffff,697.3241,0,0,8,1,0,2,1,berlin,0.4383333333333333,158.0,98.3874260053072
891f18b2e93ffff,699.99414,0,0,5,0,0,0,1,berlin,0.4379855636848602,159.0,98.37721984078384
891f1d499abffff,751.7222,0,0,10,0,0,0,1,berlin,0.4354056852413695,160.0,98.36701367626046
891f1886b8fffff,765.2129,0,0,3,0,0,0,0,berlin,0.4350152127963139,161.0,98.35680751173709
891f1d4aa93ffff,700.2416,0,0,5,0,0,0,0,berlin,0.4321855636848602,162.0,98.34660134721372
891f1d4ab03ffff,683.18677,0,0,0,1,0,0,1,berlin,0.42985452605250424,163.0,98.33639518269034
891f1d4812bffff,689.77747,0,0,3,0,0,0,1,berlin,0.4285104578905402,164.0,98.32618901816697
891f1d4dbc3ffff,643.7644,0,0,2,0,0,0,0,berlin,0.42642697594442697,165.0,98.3159828536436
891f1d4ae73ffff,733.21655,0,1,3,0,0,0,0,berlin,0.4264210906464428,166.0,98.30577668912022
891f1d41207ffff,702.0934,0,0,3,0,0,0,1,berlin,0.4255696960391399,167.0,98.29557052459685
891f18b252bffff,700.7006,0,0,19,1,0,2,0,berlin,0.4220833333333333,168.0,98.28536436007349
891f1d48d0fffff,763.42676,1,0,2,0,0,0,0,berlin,0.42022486401114345,169.0,98.2751581955501
891f1d5892fffff,684.33923,0,0,6,1,2,2,0,berlin,0.42,170.0,98.26495203102674
891f1d4864fffff,538.72687,0,0,1,0,0,0,1,berlin,0.4171768837473496,171.0,98.25474586650337
891f1d48adbffff,644.07446,0,0,2,0,0,0,0,berlin,0.4166650711825222,172.0,98.24453970198
891f1d49a6bffff,657.7669,0,0,3,0,0,0,1,berlin,0.41658616244307417,173.0,98.23433353745662
891f1d4a83bffff,705.73914,0,0,6,0,0,0,1,berlin,0.4163947590523861,174.0,98.22412737293325
891f1d48a4bffff,742.48804,0,0,11,0,0,0,1,berlin,0.41342259048067104,175.0,98.21392120840989
891f1d4c833ffff,244.53558,0,0,0,0,0,0,1,berlin,0.4052909614945964,176.0,98.2037150438865
891f1d48d87ffff,768.9446,0,0,3,0,0,0,1,berlin,0.4049849097660109,177.0,98.19350887936314
891f1d4f26bffff,758.6889,2,0,10,3,1,2,0,berlin,0.4025,178.0,98.18330271483977
891f1d4ced3ffff,607.833,1,0,2,2,0,0,0,berlin,0.4006542056074766,179.0,98.17309655031639
891f18b2bb7ffff,700.90344,0,0,3,0,0,0,0,berlin,0.4005696960391399,180.0,98.16289038579302
891f1d4f253ffff,746.8682,0,1,35,2,1,1,1,berlin,0.4,181.0,98.15268422126965
891f18b41c3ffff,493.30084,0,0,2,0,1,1,0,berlin,0.39247508305647844,182.0,98.14247805674627
891f18b20cfffff,638.8114,0,0,3,0,0,0,0,berlin,0.386420802452249,183.0,98.1322718922229
891f1d4897bffff,682.3679,0,0,15,0,0,0,1,berlin,0.3846830404889229,184.0,98.12206572769954
891f1d4d10bffff,692.2189,0,0,2,0,0,0,1,berlin,0.3826879477676283,185.0,98.11185956317615
891f18b0dcfffff,526.69666,0,0,1,0,0,0,0,berlin,0.3782540583515343,186.0,98.10165339865279
891f1d4dd77ffff,474.4917,0,0,0,0,0,0,1,berlin,0.37546419648511586,187.0,98.09144723412942
891f1d4a1dbffff,667.12646,0,0,16,0,0,0,0,berlin,0.3688497071555895,188.0,98.08124106960604
891f1d4f63bffff,757.6038,0,0,2,0,0,0,1,berlin,0.3646892170687064,189.0,98.07103490508267
891f1d49867ffff,762.0747,0,1,3,0,0,0,0,berlin,0.3643569880823401,190.0,98.0608287405593
891f1d498a3ffff,759.40015,0,0,3,0,0,0,1,berlin,0.3632050705508953,191.0,98.05062257603592
891f1d49ed7ffff,539.9347,0,0,1,0,0,0,1,berlin,0.3613168623751548,192.0,98.04041641151255
891f1d49c23ffff,707.6056,0,0,15,0,0,0,0,berlin,0.35581340365466135,193.0,98.03021024698918
891f1d48e7bffff,620.27576,0,0,2,0,0,0,1,berlin,0.3501455849617571,194.0,98.0200040824658
891f1d4f6bbffff,751.7655,0,0,2,0,0,0,1,berlin,0.34970217579016255,195.0,98.00979791794244
891f18b299bffff,501.1093,0,0,1,0,0,0,0,berlin,0.34899169678301556,196.0,97.99959175341907
891f1d4f66fffff,753.124,0,1,10,0,1,2,1,berlin,0.346797385620915,197.0,97.98938558889569
891f18b216bffff,741.3918,0,0,14,0,0,0,0,berlin,0.34560185012475086,198.0,97.97917942437232
891f1d4d04bffff,687.52734,0,0,3,0,0,1,0,berlin,0.3427942558770583,199.0,97.96897325984895
891f18b0297ffff,767.4759,0,0,6,0,0,2,0,berlin,0.34207435701553346,200.0,97.95876709532558
891f1d4d223ffff,621.9136,0,0,2,0,0,0,0,berlin,0.3401455849617571,201.0,97.9485609308022
891f1d4f3afffff,622.59546,0,0,2,0,0,0,0,berlin,0.3401455849617571,201.0,97.9485609308022
891f1d49ddbffff,706.44385,0,0,5,0,0,0,1,berlin,0.337099167475891,203.0,97.92814860175547
891f18b5cd7ffff,471.0376,0,0,0,0,0,0,0,berlin,0.33707721635432725,204.0,97.91794243723209
891f18b4113ffff,470.93826,0,0,0,0,0,0,0,berlin,0.33707721635432725,204.0,97.91794243723209
891f1d48d4fffff,703.8941,0,0,2,0,0,0,0,berlin,0.33456017772814434,206.0,97.89753010818535
891f1d4c647ffff,703.35156,0,0,5,0,0,1,0,berlin,0.3323737415376934,207.0,97.88732394366197
891f1d48e13ffff,691.864,0,0,10,0,0,1,0,berlin,0.3317301605801605,208.0,97.8771177791386
891f1d48ccfffff,691.0585,0,5,0,0,0,0,0,berlin,0.33,209.0,97.86691161461523
891f1d4d06fffff,662.6229,0,0,2,0,0,0,1,berlin,0.3218765164364425,210.0,97.85670545009185
891f18b008fffff,299.6394,0,0,1,0,0,0,0,berlin,0.32005847953216376,211.0,97.84649928556848
891f1d48807ffff,680.2771,0,0,7,0,0,1,0,berlin,0.31812094041724515,212.0,97.83629312104512
891f1d4d62fffff,668.27625,0,0,13,0,0,0,0,berlin,0.3005686878652823,213.0,97.82608695652173
891f1d41a33ffff,562.0852,0,0,0,0,0,0,0,berlin,0.3000050465271302,214.0,97.81588079199837
891f1d4d81bffff,562.181,0,0,0,0,0,0,1,berlin,0.3000050465271302,214.0,97.81588079199837
891f1d48d67ffff,747.22705,1,1,13,1,0,1,0,berlin,0.3,216.0,97.79546846295162
891f18b2433ffff,697.5039,0,1,21,1,0,1,0,berlin,0.3,216.0,97.79546846295162
891f18b72d7ffff,763.9497,0,0,3,0,0,0,0,berlin,0.2967838136092871,218.0,97.77505613390488
891f18b25afffff,710.7328,0,0,8,0,0,0,0,berlin,0.2893868680781122,219.0,97.7648499693815
891f1d489b3ffff,687.5231,0,0,15,0,0,0,0,berlin,0.2885466768525592,220.0,97.75464380485813
891f18b2adbffff,722.65784,0,0,1,0,0,0,1,berlin,0.2882935170017055,221.0,97.74443764033477
891f18b09d7ffff,722.55725,0,0,1,0,0,0,0,berlin,0.2882935170017055,221.0,97.74443764033477
891f18b5697ffff,496.34717,0,0,0,0,0,0,1,berlin,0.28519271276215025,223.0,97.72402531128802
891f1d4f6d3ffff,734.3151,0,0,2,0,0,0,1,berlin,0.28500605257188477,224.0,97.71381914676465
891f1d48903ffff,682.2254,0,0,18,0,0,0,0,berlin,0.2849839062897886,225.0,97.70361298224127
891f18b066bffff,744.7799,0,0,1,0,0,0,1,berlin,0.28151438180691196,226.0,97.6934068177179
891f1d4ce3bffff,671.2596,0,0,1,0,0,0,1,berlin,0.2806660270467478,227.0,97.68320065319453
891f1d4b3dbffff,652.75134,0,0,4,0,0,0,0,berlin,0.27951066068899516,228.0,97.67299448867115
891f1d4f667ffff,743.5133,0,0,12,0,0,1,0,berlin,0.2771755728914265,229.0,97.66278832414778
891f1d488afffff,684.48267,0,0,28,0,0,1,0,berlin,0.27517424242424243,230.0,97.65258215962442
891f1d4d283ffff,508.53003,0,0,20,1,0,0,1,berlin,0.27502450980392157,231.0,97.64237599510105
891f1d49dcbffff,732.2356,0,0,14,0,0,0,0,berlin,0.27478779561976535,232.0,97.63216983057767
891f1d4dac3ffff,759.7359,0,0,7,0,0,1,0,berlin,0.2720228024441072,233.0,97.6219636660543
891f1d4952bffff,559.09344,0,0,0,0,0,0,1,berlin,0.2708638162160398,234.0,97.61175750153093
891f1d4f203ffff,756.56213,0,0,7,2,0,1,0,berlin,0.27,235.0,97.60155133700755
891f1d4d0abffff,746.3648,0,0,14,1,0,2,0,berlin,0.26917857142857143,236.0,97.59134517248418
891f1d49877ffff,738.0431,0,0,2,0,0,0,1,berlin,0.2691245003121814,237.0,97.58113900796081
891f18b352bffff,717.4979,0,0,1,0,0,0,1,berlin,0.26840620225156114,238.0,97.57093284343743
891f18b2267ffff,628.4946,0,1,5,0,0,0,0,berlin,0.26749999999999996,239.0,97.56072667891407
891f18b7123ffff,642.1273,0,1,5,0,0,1,0,berlin,0.26666666666666666,240.0,97.5505205143907
891f18b294bffff,672.75745,0,0,2,0,0,0,1,berlin,0.2644171468364384,241.0,97.54031434986732
891f18b0c0bffff,723.85065,0,0,2,0,0,0,1,berlin,0.26385871036414144,242.0,97.53010818534395
891f1d49d0bffff,744.71906,0,0,9,0,0,1,0,berlin,0.26274806983892346,243.0,97.51990202082058
891f18b096bffff,626.46106,0,0,3,1,0,1,0,berlin,0.2623208722741433,244.0,97.5096958562972
891f18b5b8bffff,84.445145,0,0,0,0,0,0,0,berlin,0.26086241615866845,245.0,97.49948969177383
891f18b02afffff,671.1566,0,0,1,0,0,0,0,berlin,0.2606660270467478,246.0,97.48928352725046
891f1d40e07ffff,4.8277655,0,0,0,0,0,0,0,berlin,0.26013602713247985,247.0,97.47907736272708
891f1896b3bffff,581.478,0,0,2,0,0,1,0,berlin,0.2587141402955357,248.0,97.46887119820371
891f1d48693ffff,672.84863,1,0,3,0,0,0,0,berlin,0.25478039400213315,249.0,97.45866503368035
891f1886047ffff,543.6669,0,0,4,0,0,3,0,berlin,0.25,250.0,97.44845886915697
891f1d4d8a3ffff,640.5167,0,0,1,0,0,0,1,berlin,0.2482963589525171,251.0,97.4382527046336
891f1d4d1cfffff,705.1544,0,0,1,0,0,0,1,berlin,0.24823931293040524,252.0,97.42804654011023
891f18b2e8bffff,684.4323,0,0,1,0,0,0,1,berlin,0.24590014843709165,253.0,97.41784037558685
891f1d4d28fffff,566.88605,0,0,9,0,1,0,0,berlin,0.2440885780885781,254.0,97.40763421106348
891f18b04c7ffff,713.9334,0,0,3,2,0,0,0,berlin,0.24254661296007932,255.0,97.39742804654011
891f1d4d40fffff,701.25696,0,0,3,0,1,1,0,berlin,0.24158823529411766,256.0,97.38722188201673
891f1d49b13ffff,793.3999,1,0,8,3,0,0,0,berlin,0.24137254901960783,257.0,97.37701571749336
891f18b350bffff,734.45056,0,0,7,0,0,2,0,berlin,0.24108225108225106,258.0,97.36680955297
