Feature,Importance
count_amenity_shopping_food,0.5428336496317302
count_amenity_public_services,0.21159824714896702
count_amenity_education,0.07780756894352177
count_amenity_leisure_recreation,0.06900058179849439
count_amenity_workplaces,0.055965658730219754
count_amenity_healthcare,0.04279429374706683
population,0.0
